Date,Close
2023-08-02,5.260000228881836
2023-08-03,5.257999897003174
2023-08-04,5.252999782562256
2023-08-07,5.260000228881836
2023-08-08,5.275000095367432
2023-08-09,5.28000020980835
2023-08-10,5.26800012588501
2023-08-11,5.264999866485596
2023-08-14,5.269999980926514
2023-08-15,5.28000020980835
2023-08-16,5.284999847412109
2023-08-17,5.2779998779296875
2023-08-18,5.2779998779296875
2023-08-21,5.28000020980835
2023-08-22,5.295000076293945
2023-08-23,5.295000076293945
2023-08-24,5.302999973297119
2023-08-25,5.315000057220459
2023-08-28,5.322999954223633
2023-08-29,5.320000171661377
2023-08-30,5.315000057220459
2023-08-31,5.297999858856201
2023-09-01,5.26800012588501
2023-09-05,5.2779998779296875
2023-09-06,5.300000190734863
2023-09-07,5.2829999923706055
2023-09-08,5.293000221252441
2023-09-11,5.293000221252441
2023-09-12,5.304999828338623
2023-09-13,5.304999828338623
2023-09-14,5.295000076293945
2023-09-15,5.297999858856201
2023-09-18,5.300000190734863
2023-09-19,5.309999942779541
2023-09-20,5.315000057220459
2023-09-21,5.304999828338623
2023-09-22,5.304999828338623
2023-09-25,5.313000202178955
2023-09-26,5.324999809265137
2023-09-27,5.329999923706055
2023-09-28,5.308000087738037
2023-09-29,5.300000190734863
2023-10-02,5.315000057220459
2023-10-03,5.340000152587891
2023-10-04,5.335000038146973
2023-10-05,5.324999809265137
2023-10-06,5.3480000495910645
2023-10-09,5.3480000495910645
2023-10-10,5.322999954223633
2023-10-11,5.335000038146973
2023-10-12,5.335000038146973
2023-10-13,5.328000068664551
2023-10-16,5.328000068664551
2023-10-17,5.340000152587891
2023-10-18,5.329999923706055
2023-10-19,5.309999942779541
2023-10-20,5.300000190734863
2023-10-23,5.293000221252441
2023-10-24,5.308000087738037
2023-10-25,5.315000057220459
2023-10-26,5.300000190734863
2023-10-27,5.304999828338623
2023-10-30,5.313000202178955
2023-10-31,5.320000171661377
2023-11-01,5.300000190734863
2023-11-02,5.269999980926514
2023-11-03,5.252999782562256
2023-11-06,5.260000228881836
2023-11-07,5.2729997634887695
2023-11-08,5.26800012588501
2023-11-09,5.263000011444092
2023-11-10,5.25
2023-11-13,5.260000228881836
2023-11-14,5.252999782562256
2023-11-15,5.255000114440918
2023-11-16,5.243000030517578
2023-11-17,5.232999801635742
2023-11-20,5.23799991607666
2023-11-21,5.255000114440918
2023-11-22,5.264999866485596
2023-11-24,5.252999782562256
2023-11-27,5.257999897003174
2023-11-28,5.260000228881836
2023-11-29,5.239999771118164
2023-11-30,5.23799991607666
2023-12-01,5.215000152587891
2023-12-04,5.2230000495910645
2023-12-05,5.243000030517578
2023-12-06,5.243000030517578
2023-12-07,5.232999801635742
2023-12-08,5.232999801635742
2023-12-11,5.232999801635742
2023-12-12,5.248000144958496
2023-12-13,5.2230000495910645
2023-12-14,5.215000152587891
2023-12-15,5.224999904632568
2023-12-18,5.224999904632568
2023-12-19,5.23799991607666
2023-12-20,5.230000019073486
2023-12-21,5.210000038146973
2023-12-22,5.208000183105469
2023-12-26,5.203000068664551
2023-12-27,5.235000133514404
2023-12-28,5.2179999351501465
2023-12-29,5.179999828338623
2024-01-02,5.2129998207092285
2024-01-03,5.235000133514404
2024-01-04,5.228000164031982
2024-01-05,5.21999979019165
2024-01-08,5.21999979019165
2024-01-09,5.230000019073486
2024-01-10,5.224999904632568
2024-01-11,5.2179999351501465
2024-01-12,5.197999954223633
2024-01-16,5.203000068664551
2024-01-17,5.215000152587891
2024-01-18,5.199999809265137
2024-01-19,5.197999954223633
2024-01-22,5.199999809265137
2024-01-23,5.210000038146973
2024-01-24,5.210000038146973
2024-01-25,5.195000171661377
2024-01-26,5.199999809265137
2024-01-29,5.199999809265137
2024-01-30,5.203000068664551
2024-01-31,5.188000202178955
2024-02-01,5.199999809265137
2024-02-02,5.210000038146973
2024-02-05,5.228000164031982
2024-02-06,5.2230000495910645
2024-02-07,5.2230000495910645
2024-02-08,5.2179999351501465
2024-02-09,5.21999979019165
2024-02-12,5.228000164031982
2024-02-13,5.232999801635742
2024-02-14,5.2179999351501465
2024-02-15,5.2179999351501465
2024-02-16,5.2230000495910645
2024-02-20,5.2129998207092285
2024-02-21,5.235000133514404
2024-02-22,5.232999801635742
2024-02-23,5.239999771118164
2024-02-26,5.25
2024-02-27,5.244999885559082
2024-02-28,5.239999771118164
2024-02-29,5.2230000495910645
2024-03-01,5.215000152587891
2024-03-04,5.2230000495910645
2024-03-05,5.224999904632568
2024-03-06,5.230000019073486
2024-03-07,5.228000164031982
2024-03-08,5.228000164031982
2024-03-11,5.239999771118164
2024-03-12,5.239999771118164
2024-03-13,5.23799991607666
2024-03-14,5.23799991607666
2024-03-15,5.23799991607666
2024-03-18,5.23799991607666
2024-03-19,5.23799991607666
2024-03-20,5.228000164031982
2024-03-21,5.228000164031982
2024-03-22,5.21999979019165
2024-03-25,5.2179999351501465
2024-03-26,5.2179999351501465
2024-03-27,5.215000152587891
2024-03-28,5.203000068664551
2024-04-01,5.2179999351501465
2024-04-02,5.2129998207092285
2024-04-03,5.210000038146973
2024-04-04,5.203000068664551
2024-04-05,5.215000152587891
2024-04-08,5.2230000495910645
2024-04-09,5.21999979019165
2024-04-10,5.243000030517578
2024-04-11,5.23799991607666
2024-04-12,5.230000019073486
2024-04-15,5.23799991607666
2024-04-16,5.232999801635742
2024-04-17,5.239999771118164
2024-04-18,5.243000030517578
2024-04-19,5.244999885559082
2024-04-22,5.244999885559082
2024-04-23,5.244999885559082
2024-04-24,5.255000114440918
2024-04-25,5.244999885559082
2024-04-26,5.23799991607666
2024-04-29,5.243000030517578
2024-04-30,5.244999885559082
2024-05-01,5.25
2024-05-02,5.23799991607666
2024-05-03,5.235000133514404
2024-05-06,5.239999771118164
2024-05-07,5.243000030517578
2024-05-08,5.244999885559082
2024-05-09,5.239999771118164
2024-05-10,5.243000030517578
2024-05-13,5.239999771118164
2024-05-14,5.235000133514404
2024-05-15,5.239999771118164
2024-05-16,5.243000030517578
2024-05-17,5.239999771118164
2024-05-20,5.239999771118164
2024-05-21,5.239999771118164
2024-05-22,5.244999885559082
2024-05-23,5.244999885559082
2024-05-24,5.244999885559082
2024-05-28,5.248000144958496
2024-05-29,5.25
2024-05-30,5.248000144958496
2024-05-31,5.244999885559082
2024-06-03,5.243000030517578
2024-06-04,5.239999771118164
2024-06-05,5.239999771118164
2024-06-06,5.232999801635742
2024-06-07,5.23799991607666
2024-06-10,5.232999801635742
2024-06-11,5.244999885559082
2024-06-12,5.243000030517578
2024-06-13,5.239999771118164
2024-06-14,5.239999771118164
2024-06-17,5.243000030517578
2024-06-18,5.235000133514404
2024-06-20,5.224999904632568
2024-06-21,5.215000152587891
2024-06-24,5.210000038146973
2024-06-25,5.2230000495910645
2024-06-26,5.230000019073486
2024-06-27,5.2230000495910645
2024-06-28,5.2129998207092285
2024-07-01,5.2179999351501465
2024-07-02,5.228000164031982
2024-07-03,5.230000019073486
2024-07-05,5.224999904632568
2024-07-08,5.2179999351501465
2024-07-09,5.224999904632568
2024-07-10,5.224999904632568
2024-07-11,5.197999954223633
2024-07-12,5.197999954223633
2024-07-15,5.192999839782715
2024-07-16,5.192999839782715
2024-07-17,5.195000171661377
2024-07-18,5.192999839782715
2024-07-19,5.192999839782715
2024-07-22,5.190000057220459
2024-07-23,5.172999858856201
2024-07-24,5.170000076293945
