Date,A,AAPL,ABNB,ADBE,AEE,AEP,AES,AFL,ALLE,AMCR,AMD,AMT,AMZN,AOS,APD,ARE,AWK,BRK-B,GOOG,GS,JPM,LLY,LNT,MMM,MRK,MSFT,NFLX,NVDA,TSLA,UBS,XOM
2023-12-13,133.74000549316406,197.9600067138672,144.50999450683594,624.260009765625,81.31999969482422,83.56999969482422,19.329999923706055,84.02999877929688,111.25,9.739999771118164,138.19000244140625,211.0399932861328,148.83999633789062,79.52999877929688,269.32000732421875,125.55000305175781,135.0800018310547,362.0299987792969,133.97000122070312,362.7300109863281,161.05999755859375,597.5,53.380001068115234,87.11538696289062,107.11000061035156,374.3699951171875,479.9800109863281,48.0880012512207,239.2899932861328,28.959999084472656,98.91999816894531
2023-12-14,137.9600067138672,198.11000061035156,147.25999450683594,584.6400146484375,75.0199966430664,83.33000183105469,19.6299991607666,81.27999877929688,118.58000183105469,9.710000038146973,138.0,212.1699981689453,147.4199981689453,80.58999633789062,270.80999755859375,134.4499969482422,134.49000549316406,358.1199951171875,133.1999969482422,383.4700012207031,163.99000549316406,573.6699829101562,52.189998626708984,89.49832916259766,105.87999725341797,365.92999267578125,469.8299865722656,48.349998474121094,251.0500030517578,29.75,101.58000183105469
2023-12-15,136.77999877929688,197.57000732421875,146.60000610351562,584.6799926757812,71.7300033569336,82.2300033569336,19.350000381469727,80.56999969482422,117.5199966430664,9.600000381469727,139.14999389648438,212.14999389648438,149.97000122070312,79.19999694824219,270.8599853515625,130.13999938964844,131.75,356.5,133.83999633789062,380.510009765625,165.22999572753906,572.0399780273438,50.619998931884766,89.44815826416016,105.11000061035156,370.7300109863281,472.05999755859375,48.88999938964844,253.5,29.280000686645508,100.9000015258789
2023-12-18,137.52999877929688,195.88999938964844,147.5,599.1300048828125,71.13999938964844,81.7300033569336,19.020000457763672,81.29000091552734,117.94999694824219,9.680000305175781,138.89999389648438,210.69000244140625,154.07000732421875,79.38999938964844,271.20001220703125,129.08999633789062,130.8699951171875,359.6499938964844,137.19000244140625,376.3999938964844,166.22999572753906,579.760009765625,50.86000061035156,88.52006530761719,106.04000091552734,372.6499938964844,486.1199951171875,50.07699966430664,252.0800018310547,29.200000762939453,101.6500015258789
2023-12-19,139.7899932861328,196.94000244140625,146.91000366210938,604.6400146484375,72.3499984741211,82.12999725341797,19.360000610351562,82.0999984741211,119.5199966430664,9.739999771118164,140.14999389648438,211.0,153.7899932861328,80.9000015258789,272.5199890136719,129.5399932861328,132.6199951171875,361.79998779296875,138.10000610351562,382.45001220703125,168.4499969482422,579.8099975585938,51.2400016784668,88.8377914428711,106.48999786376953,373.260009765625,495.0199890136719,49.604000091552734,257.2200012207031,30.709999084472656,102.98999786376953
2023-12-20,138.17999267578125,194.8300018310547,141.07000732421875,596.0599975585938,72.04000091552734,80.31999969482422,18.3700008392334,80.72000122070312,120.54000091552734,9.619999885559082,135.47000122070312,211.11000061035156,152.1199951171875,80.2300033569336,268.1499938964844,126.4800033569336,130.8000030517578,355.3500061035156,139.66000366210938,377.5199890136719,166.5500030517578,570.2100219726562,50.25,86.68060302734375,105.36000061035156,370.6199951171875,489.2699890136719,48.111000061035156,247.13999938964844,30.329999923706055,101.2699966430664
2023-12-21,138.94000244140625,194.67999267578125,142.08999633789062,600.1400146484375,72.0999984741211,80.04000091552734,18.850000381469727,81.20999908447266,123.01000213623047,9.710000038146973,139.91000366210938,214.27999877929688,153.83999633789062,81.55999755859375,271.739990234375,128.88999938964844,131.5,356.1400146484375,141.8000030517578,380.57000732421875,167.5,572.0,50.56999969482422,88.26087188720703,106.38999938964844,373.5400085449219,491.6099853515625,48.9900016784668,254.5,30.670000076293945,101.7300033569336
2023-12-22,139.57000732421875,193.60000610351562,140.8000030517578,598.75,72.06999969482422,80.37999725341797,19.100000381469727,81.44999694824219,126.12000274658203,9.680000305175781,139.60000610351562,215.19000244140625,153.4199981689453,81.7300033569336,272.8399963378906,127.75,131.55999755859375,356.4700012207031,142.72000122070312,380.6499938964844,167.39999389648438,570.3900146484375,50.939998626708984,88.90467834472656,107.69999694824219,374.5799865722656,486.760009765625,48.83000183105469,252.5399932861328,30.889999389648438,101.91000366210938
2023-12-26,139.80999755859375,193.0500030517578,138.72000122070312,598.260009765625,71.7699966430664,80.7300033569336,19.360000610351562,81.72000122070312,127.4800033569336,9.680000305175781,143.41000366210938,216.24000549316406,153.41000366210938,81.8499984741211,274.8699951171875,129.11000061035156,132.27000427246094,356.8299865722656,142.82000732421875,381.6099853515625,168.38999938964844,570.6699829101562,50.93000030517578,90.39297485351562,107.62999725341797,374.6600036621094,491.19000244140625,49.27899932861328,256.6099853515625,31.040000915527344,102.13999938964844
2023-12-27,139.82000732421875,193.14999389648438,136.5500030517578,596.0800170898438,71.69999694824219,80.80999755859375,19.280000686645508,81.91000366210938,127.58999633789062,9.720000267028809,146.07000732421875,216.72000122070312,153.33999633789062,82.16000366210938,275.69000244140625,129.27000427246094,132.22999572753906,356.95001220703125,141.44000244140625,384.4800109863281,169.39999389648438,581.510009765625,50.84000015258789,90.91973114013672,107.9800033569336,374.07000732421875,491.7900085449219,49.41699981689453,261.44000244140625,31.190000534057617,101.66000366210938
2023-12-28,139.77000427246094,193.5800018310547,137.0,595.52001953125,72.30000305175781,81.33000183105469,19.350000381469727,82.11000061035156,126.86000061035156,9.710000038146973,148.75999450683594,217.16000366210938,153.3800048828125,82.23999786376953,274.2300109863281,128.89999389648438,132.97999572753906,357.57000732421875,141.27999877929688,386.4100036621094,170.3000030517578,580.8499755859375,51.31999969482422,91.71405029296875,108.7699966430664,375.2799987792969,490.510009765625,49.52199935913086,253.17999267578125,30.90999984741211,100.19000244140625
2023-12-29,139.02999877929688,192.52999877929688,136.13999938964844,596.5999755859375,72.33999633789062,81.22000122070312,19.25,82.5,126.69000244140625,9.640000343322754,147.41000366210938,215.8800048828125,151.94000244140625,82.44000244140625,273.79998779296875,126.7699966430664,131.99000549316406,356.6600036621094,140.92999267578125,385.7699890136719,170.10000610351562,582.9199829101562,51.29999923706055,91.40467834472656,109.0199966430664,376.0400085449219,486.8800048828125,49.52199935913086,248.47999572753906,30.899999618530273,99.9800033569336
2024-01-02,138.75,185.63999938964844,134.47999572753906,580.0700073242188,74.0,83.18000030517578,19.34000015258789,83.27999877929688,124.25,9.75,138.5800018310547,218.80999755859375,149.92999267578125,81.44000244140625,273.4700012207031,129.30999755859375,133.50999450683594,362.4599914550781,139.55999755859375,388.29998779296875,172.0800018310547,592.2000122070312,51.880001068115234,91.9732437133789,113.23999786376953,370.8699951171875,468.5,48.167999267578125,248.4199981689453,30.399999618530273,102.36000061035156
